CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_554735160	0	20000.0	977	3	1	Notspeficied
Application_2063179478	2	20000.0	0	62	1	Existingloantakeover
Application_1275233629	0	20000.0	978	11	1	Homeimprovement
Application_559239075	0	10000.0	0	5	1	Homeimprovement
Application_746403636	2	27000.0	0	13	1	Homeimprovement
Application_2067948719	0	15000.0	970	866	2	Existingloantakeover
Application_1226442731	1	23000.0	0	9	1	Car
Application_1851360212	0	18000.0	845	8	1	Remainingdebthome
Application_1828404203	2	25000.0	0	7	1	Existingloantakeover
Application_1605473699	0	8000.0	700	35	1	Car
Application_1865256281	2	5000.0	0	1	1	Car
Application_1793506570	1	10000.0	0	9	1	Car
Application_843181095	1	10000.0	0	85	1	Taxpayments
Application_2088099791	0	12500.0	952	171	2	Car
Application_663320149	1	0.0	0	20	1	Unknown
Application_1004702768	0	5000.0	1015	3	1	Homeimprovement
Application_1233053729	0	0.0	901	11	1	Car
Application_1456225513	0	25000.0	890	10	1	Existingloantakeover
Application_1069486579	2	40000.0	0	1	1	Remainingdebthome
Application_604870238	0	25000.0	1085	35	1	Car
Application_714378768	0	60000.0	843	8	1	Remainingdebthome
Application_1227089383	0	9000.0	922	10	1	Existingloantakeover
Application_1922166710	1	15000.0	0	9	1	Other,seeexplanation
Application_1325117141	2	25000.0	0	4	1	Car
Application_1787983531	2	5000.0	0	1	1	Homeimprovement
Application_903291337	0	25000.0	959	57	1	Remainingdebthome
Application_713675823	1	17500.0	0	126	1	Homeimprovement
Application_1754660645	2	25000.0	0	132	1	Existingloantakeover
Application_2112572794	2	15000.0	0	3334	2	Homeimprovement
Application_786731748	0	15000.0	1025	15	1	Car
Application_1942174813	0	7500.0	918	3	1	Homeimprovement
Application_1862468287	1	60000.0	0	18	1	Existingloantakeover
Application_286814897	0	5000.0	1004	147	2	Homeimprovement
Application_1583662374	0	55000.0	833	672	4	Homeimprovement
Application_2125688599	0	5000.0	974	3	1	Extraspendinglimit
Application_1515336309	2	5000.0	0	3335	1	Notspeficied
Application_157370945	0	15000.0	1064	3	1	Homeimprovement
Application_869335382	0	17500.0	930	418	2	Existingloantakeover
Application_679736570	2	10000.0	0	1	1	Car
Application_156618714	0	15000.0	851	28	2	Car
Application_1239627323	2	10000.0	0	394	4	Car
Application_2064798594	0	32000.0	824	125	2	Existingloantakeover
Application_1680533625	2	10000.0	0	1	1	Car
Application_216211515	2	17000.0	0	1	1	Existingloantakeover
Application_1109500523	1	6000.0	0	89	1	Extraspendinglimit
Application_1170287611	0	0.0	698	3336	2	Unknown
Application_298649490	0	17000.0	968	83	2	Car
Application_649475347	0	0.0	0	5	1	Homeimprovement
Application_81928342	0	28500.0	0	3337	1	Other,seeexplanation
Application_1613754741	0	0.0	0	5	1	Unknown
Application_787705956	1	5000.0	0	24	1	Homeimprovement
Application_874039168	2	30000.0	0	16	1	Remainingdebthome
Application_650870312	0	24000.0	894	51	2	Remainingdebthome
Application_2022006022	0	20000.0	973	23	1	Car
Application_1956063682	2	20000.0	0	133	3	Homeimprovement
Application_478367813	1	31000.0	0	78	1	Existingloantakeover
Application_2130202525	0	0.0	675	10	1	Homeimprovement
Application_49151202	0	0.0	905	10	1	Homeimprovement
Application_1025001096	0	7500.0	875	69	2	Car
Application_2084259712	2	0.0	0	4	1	Unknown
Application_1707866152	0	74484.0	857	211	2	Notspeficied
Application_946851059	2	6000.0	0	33	2	Car
Application_943827704	2	5000.0	0	1	1	Homeimprovement
Application_1731589435	2	25000.0	0	1	1	Homeimprovement
Application_1946760193	1	0.0	0	1093	1	Remainingdebthome
Application_693050930	0	20000.0	796	3338	2	Notspeficied
Application_2086686091	2	40000.0	0	4	1	Homeimprovement
Application_159634573	0	26000.0	0	3339	1	Unknown
Application_274116683	2	0.0	0	94	1	Unknown
Application_298436021	0	0.0	723	239	2	Car
Application_656520046	1	0.0	0	42	1	Other,seeexplanation
Application_1508659021	2	16000.0	0	1	1	Car
Application_1133881047	0	55000.0	794	147	2	Homeimprovement
Application_910823018	0	26000.0	0	5	1	Homeimprovement
Application_277127069	0	25000.0	916	28	2	Notspeficied
Application_1132453497	0	0.0	882	115	1	Unknown
Application_926094669	0	23500.0	922	48	1	Existingloantakeover
Application_448145454	2	6000.0	0	16	1	Car
Application_671264692	1	10000.0	0	54	2	Existingloantakeover
Application_200680287	1	7000.0	0	98	2	Car
Application_673399253	1	5000.0	0	44	1	Homeimprovement
Application_1781081103	0	20000.0	949	3340	2	Existingloantakeover
Application_549264279	2	75000.0	0	1	1	Car
Application_668072382	2	10000.0	0	1	1	Homeimprovement
Application_1949325176	0	15000.0	1020	3	1	Homeimprovement
Application_866670658	0	15000.0	680	726	2	Notspeficied
Application_2045194309	1	15000.0	0	20	1	Homeimprovement
Application_1870666953	2	27500.0	0	30	1	Car
Application_228928958	0	25000.0	911	8	1	Homeimprovement
Application_1283341810	2	5000.0	0	7	1	Homeimprovement
Application_396027178	0	0.0	946	21	1	Existingloantakeover
Application_40775043	0	15000.0	843	10	1	Homeimprovement
Application_275075423	0	0.0	0	77	1	Unknown
Application_218547280	2	5000.0	0	14	2	Other,seeexplanation
Application_1113545511	0	8000.0	594	11	1	Car
Application_550501028	2	18000.0	0	4	1	Other,seeexplanation
Application_105906022	1	30000.0	0	163	1	Existingloantakeover
Application_1258411411	0	18500.0	831	25	1	Car
Application_184143337	0	10000.0	838	6	1	Homeimprovement
Application_1359737168	0	25000.0	984	6	1	Homeimprovement
Application_1819007640	2	44500.0	0	4	1	Existingloantakeover
Application_788925867	2	6500.0	0	1	1	Car
Application_1926626369	2	40000.0	0	14	2	Other,seeexplanation
Application_1871723330	2	25000.0	0	4	1	Other,seeexplanation
Application_1098309211	2	10000.0	0	4	1	Other,seeexplanation
Application_668326847	2	10000.0	0	3341	3	Car
Application_1804686886	0	6500.0	968	2	1	Car
Application_1972046847	2	8000.0	0	94	1	Unknown
Application_785827466	0	38000.0	938	997	3	Car
Application_1865976384	0	7000.0	929	10	1	Car
Application_89413462	2	20000.0	0	16	1	Other,seeexplanation
Application_812089634	0	5000.0	1040	3	1	Car
Application_1806449930	2	36000.0	0	33	2	Other,seeexplanation
Application_1646642236	1	75000.0	0	601	2	Existingloantakeover
Application_1234659370	0	10000.0	982	3	1	Car
Application_1584764827	0	0.0	979	8	1	Unknown
Application_347922674	2	0.0	0	13	1	Extraspendinglimit
Application_1236814405	0	15000.0	933	3342	3	Car
Application_1046834008	0	15000.0	869	2	1	Homeimprovement
Application_1136188668	1	15000.0	0	9	1	Other,seeexplanation
Application_741297598	2	5000.0	0	4	1	Existingloantakeover
Application_1417583092	0	0.0	0	5	1	Homeimprovement
Application_966891264	2	10000.0	0	7	1	Car
Application_643006847	0	15000.0	948	23	1	Car
Application_335561858	0	20000.0	1055	3343	2	Homeimprovement
Application_1498001149	0	15000.0	1049	3	1	Other,seeexplanation
Application_2064221350	1	17500.0	0	962	2	Existingloantakeover
Application_1598726895	0	5000.0	1061	147	2	Car
Application_268406883	0	20000.0	1045	3344	4	Homeimprovement
Application_285668229	0	12500.0	1033	2	1	Car
Application_80850284	1	5000.0	0	9	1	Existingloantakeover
Application_1666261287	0	7500.0	1090	3	1	Car
Application_2112881147	0	15000.0	1045	36	2	Homeimprovement
Application_2064669284	2	75000.0	0	1	1	Businessgoal
Application_1358946869	2	10000.0	0	7	1	Car
Application_1721987709	0	10000.0	816	26	1	Homeimprovement
Application_591454326	2	16000.0	0	7	1	Car
Application_78032372	2	12000.0	0	19	2	Car
Application_1901919658	0	20000.0	0	5	1	Notspeficied
Application_1594305363	2	55000.0	0	1110	1	Unknown
Application_1064102675	0	0.0	931	643	2	Existingloantakeover
Application_1826620975	0	15000.0	925	3345	2	Car
Application_297311392	0	66000.0	0	5	1	Homeimprovement
Application_116006946	0	20000.0	887	3346	4	Car
Application_1637842714	0	40000.0	870	210	3	Caravan/Camper
Application_1380018606	0	45000.0	777	3	1	Other,seeexplanation
Application_1780269777	2	10000.0	0	1	1	Existingloantakeover
Application_742991529	0	30000.0	0	5	1	Homeimprovement
Application_562058851	0	0.0	0	39	1	Unknown
Application_2006713022	0	10000.0	869	2	1	Car
Application_1829753798	0	7800.0	1063	2	1	Car
Application_518624776	2	7000.0	0	13	1	Homeimprovement
Application_1302175045	0	35000.0	0	12	1	Boat
Application_916888461	0	15000.0	891	29	1	Car
Application_797190984	2	10000.0	0	1	1	Homeimprovement
Application_76908735	2	25000.0	0	87	2	Caravan/Camper
Application_972407424	0	27500.0	843	3	1	Existingloantakeover
Application_1422930581	2	30000.0	0	33	2	Existingloantakeover
Application_1739101194	0	0.0	983	10	1	Existingloantakeover
Application_2055185181	2	10000.0	0	1	1	Car
Application_426226632	0	5000.0	776	2	1	Homeimprovement
Application_791487224	1	34000.0	0	553	2	Homeimprovement
Application_1925475950	2	0.0	0	4	1	Unknown
Application_460974455	2	15000.0	0	1	1	Car
Application_600378234	0	19000.0	809	11	1	Car
Application_238116647	0	5000.0	835	11	1	Homeimprovement
Application_1703523475	1	22000.0	0	3347	1	Other,seeexplanation
Application_1736444832	2	0.0	0	176	2	Homeimprovement
Application_679465044	0	7000.0	1077	3348	3	Remainingdebthome
Application_171566549	0	15000.0	853	1024	1	Existingloantakeover
Application_521061754	2	7000.0	0	888	2	Car
Application_1107974200	2	10000.0	0	27	2	Car
Application_1689074281	0	16000.0	0	39	1	Car
Application_109628015	0	50000.0	881	857	2	Homeimprovement
Application_606703204	0	12500.0	0	5	1	Other,seeexplanation
Application_1391730514	0	7500.0	834	3	1	Existingloantakeover
Application_589041415	0	20000.0	954	884	2	Homeimprovement
Application_1901752708	0	5000.0	735	3349	3	Taxpayments
Application_2116821761	0	17500.0	816	6	1	Existingloantakeover
Application_1676999623	2	5000.0	0	385	1	Car
Application_1504307845	0	42500.0	645	3350	2	Existingloantakeover
Application_1221253147	0	10000.0	864	223	2	Homeimprovement
Application_1895363673	0	6000.0	927	26	1	Car
Application_678025959	0	15000.0	1043	29	1	Car
Application_1470950916	0	27000.0	891	3	1	Existingloantakeover
Application_1941527840	0	21000.0	864	3	1	Car
Application_465777883	2	11000.0	0	1	1	Car
Application_841240578	1	5000.0	0	59	2	Car
Application_482770834	2	15000.0	0	1	1	Car
Application_1575096564	2	5000.0	0	7	1	Car
Application_1964644191	2	25000.0	0	1	1	Car
Application_1116596448	0	30000.0	738	3351	3	Homeimprovement
Application_238546830	1	30000.0	0	9	1	Existingloantakeover
Application_173679501	2	10750.0	0	7	1	Other,seeexplanation
Application_475062324	2	11000.0	0	16	1	Car
Application_1406835873	1	23000.0	0	44	1	Existingloantakeover
Application_1118140052	1	30000.0	0	18	1	Existingloantakeover
Application_824575725	2	35000.0	0	1	1	Existingloantakeover
Application_601436698	0	0.0	883	80	1	Unknown
Application_1745388618	0	0.0	979	3352	2	Unknown
Application_186021788	2	10000.0	0	41	2	Extraspendinglimit
Application_170273491	2	6000.0	0	1	1	Motorcycle
Application_2137992191	0	13000.0	862	15	1	Existingloantakeover
Application_1578832551	0	23000.0	954	25	1	Existingloantakeover
Application_964208437	0	9500.0	880	101	1	Car
Application_190170308	2	35000.0	0	1	1	Existingloantakeover
Application_966129944	1	10000.0	0	9	1	Homeimprovement
Application_946813816	0	12000.0	800	137	2	Car
Application_1884238596	0	19000.0	940	3	1	Car
Application_1006138809	0	20000.0	750	3353	2	Existingloantakeover
Application_1981121598	0	35000.0	925	3354	1	Car
Application_1193925912	0	5000.0	856	3	1	Car
Application_810658733	1	38150.0	0	72	1	Existingloantakeover
Application_1338322049	0	20000.0	938	2	1	Existingloantakeover
Application_1687637096	2	20000.0	0	1	1	Homeimprovement
Application_392275405	2	30000.0	0	1	1	Car
Application_1981500950	1	5000.0	0	18	1	Other,seeexplanation
Application_680037229	0	10000.0	755	26	1	Car
Application_743623670	0	30000.0	805	3	1	Existingloantakeover
Application_907359229	1	25000.0	0	352	1	Homeimprovement
Application_1796290207	2	10000.0	0	7	1	Existingloantakeover
Application_450974072	0	16000.0	956	58	2	Car
Application_551617439	0	15000.0	1004	3	1	Homeimprovement
Application_766612407	0	5000.0	899	2	1	Homeimprovement
Application_1308025514	1	20000.0	0	3355	2	Homeimprovement
Application_1128726606	0	15000.0	1025	3	1	Car
Application_227299976	2	25000.0	0	1	1	Homeimprovement
Application_507755204	2	60000.0	0	7	1	Existingloantakeover
Application_655246892	0	10000.0	956	26	1	Car
Application_1920569696	1	5000.0	0	79	1	Homeimprovement
Application_2049849151	2	5000.0	0	1	1	Car
Application_2026952165	0	7500.0	961	15	1	Car
Application_1943723560	0	20000.0	885	3	1	Existingloantakeover
Application_1630991786	2	10000.0	0	14	2	Homeimprovement
Application_2127274531	0	25000.0	924	114	1	Existingloantakeover
Application_20738828	2	10100.0	0	4	1	Existingloantakeover
Application_194193440	0	6000.0	1079	11	1	Car
Application_298744583	2	15000.0	0	1	1	Remainingdebthome
Application_1095351720	0	26000.0	799	660	1	Car
Application_2032179032	1	75000.0	0	9	1	Existingloantakeover
Application_1146017257	2	15000.0	0	14	2	Homeimprovement
Application_1307447876	2	50000.0	0	4	1	Homeimprovement
Application_957614949	1	10000.0	0	38	1	Car
Application_2048027930	2	5000.0	0	7	1	Car
Application_955214239	0	17500.0	943	10	1	Car
Application_369678299	0	6800.0	752	10	1	Car
Application_559380460	0	27000.0	0	5	1	Homeimprovement
Application_1781105308	0	0.0	993	3356	4	Unknown
Application_1589247607	0	11000.0	993	3357	3	Existingloantakeover
Application_114677449	2	39000.0	0	4	1	Existingloantakeover
Application_571946061	0	0.0	822	3358	1	Unknown
Application_2100311621	2	20000.0	0	13	1	Caravan/Camper
Application_309817125	1	21000.0	0	71	1	Homeimprovement
Application_627140819	0	6300.0	892	3359	1	Car
Application_1521502972	1	35000.0	0	221	1	Existingloantakeover
Application_885012170	2	15000.0	0	4	1	Homeimprovement
Application_1385747357	0	42000.0	925	21	1	Existingloantakeover
Application_94447434	0	25000.0	988	3	1	Car
Application_354865116	0	47000.0	926	11	1	Homeimprovement
Application_1020819842	0	66600.0	812	31	1	Existingloantakeover
Application_1146624879	0	45000.0	901	10	1	Homeimprovement
Application_1429007819	0	5000.0	955	10	1	Homeimprovement
Application_1835611863	0	15000.0	838	245	2	Other,seeexplanation
Application_913122133	2	10000.0	0	4	1	Car
Application_761503872	2	8000.0	0	4	1	Existingloantakeover
Application_1359775338	2	35000.0	0	14	2	Homeimprovement
Application_1029674102	2	12500.0	0	4	1	Existingloantakeover
Application_762713408	0	25000.0	0	12	1	Homeimprovement
Application_8255496	0	10000.0	766	6	1	Homeimprovement
Application_1834596790	0	25000.0	0	5	1	Other,seeexplanation
Application_2102378135	0	5000.0	686	147	2	Homeimprovement
Application_313152544	2	5000.0	0	1	1	Other,seeexplanation
Application_1234321250	2	41000.0	0	4	1	Car
Application_1136138244	2	42000.0	0	4	1	Remainingdebthome
Application_820031556	0	20000.0	623	10	1	Car
Application_1316274797	0	15000.0	835	3	1	Homeimprovement
Application_1092918410	2	0.0	0	4	1	Other,seeexplanation
Application_1921489029	0	0.0	941	51	2	Existingloantakeover
Application_379385864	0	6500.0	731	3360	2	Homeimprovement
Application_695381096	2	7500.0	0	19	2	Homeimprovement
Application_1452854959	0	75000.0	968	719	1	Car
Application_1453812922	0	20000.0	0	5	1	Notspeficied
Application_309815171	0	30000.0	791	8	1	Existingloantakeover
Application_82106546	2	25000.0	0	93	2	Existingloantakeover
Application_298026760	0	15000.0	0	3361	2	Existingloantakeover
Application_1573876833	0	0.0	952	81	2	Existingloantakeover
Application_1384343806	2	0.0	0	33	2	Unknown
Application_617539010	0	35000.0	0	12	1	Homeimprovement
Application_1765577987	2	25000.0	0	4	1	Other,seeexplanation
Application_1814172045	0	15000.0	0	107	1	Existingloantakeover
Application_774408913	0	10000.0	917	8	1	Homeimprovement
Application_399626423	0	5000.0	1044	10	1	Car
Application_1748789279	0	15000.0	624	10	1	Car
Application_1534847619	0	7500.0	950	3	1	Homeimprovement
Application_1473092996	0	25000.0	989	8	1	Car
Application_1531707627	2	50000.0	0	123	2	Homeimprovement
Application_299698075	0	11000.0	944	493	1	Unknown
Application_845413592	1	25000.0	0	20	1	Car
Application_917308364	2	60000.0	0	577	3	Existingloantakeover
Application_671953999	2	25000.0	0	1	1	Existingloantakeover
Application_1101636672	0	15000.0	838	11	1	Existingloantakeover
Application_1314823602	1	15000.0	0	78	1	Homeimprovement
Application_139380272	0	0.0	0	5	1	Unknown
Application_1827919587	0	10000.0	822	68	2	Car
Application_2042134376	0	20000.0	878	10	1	Existingloantakeover
Application_867141147	0	0.0	958	8	1	Car
Application_1600253482	0	10000.0	929	3362	4	Existingloantakeover
Application_636773198	0	50000.0	976	23	1	Other,seeexplanation
Application_1750072176	1	5000.0	0	144	1	Car
Application_1931050520	0	5000.0	870	3363	3	Car
Application_2114239561	0	15000.0	1064	3	1	Car
Application_415545433	0	15000.0	0	5	1	Extraspendinglimit
Application_414227837	0	10000.0	0	107	1	Homeimprovement
Application_925843789	0	21000.0	930	258	2	Existingloantakeover
Application_1219106800	0	10000.0	755	37	2	Car
Application_1788102662	0	5000.0	1029	8	1	Existingloantakeover
Application_844514474	2	8500.0	0	13	1	Other,seeexplanation
Application_326473270	0	8500.0	754	101	1	Existingloantakeover
Application_1803046956	0	8000.0	929	29	1	Car
Application_2119015867	0	15000.0	989	75	1	Homeimprovement
Application_1544217945	0	15000.0	853	191	1	Homeimprovement
Application_1980445674	0	15000.0	900	34	2	Car
Application_1433981627	0	0.0	0	12	1	Extraspendinglimit
Application_1824747835	1	12500.0	0	3364	1	Car
Application_2048171626	0	20000.0	0	5	1	Homeimprovement
Application_35745002	2	15000.0	0	13	1	Homeimprovement
Application_1004515382	0	15000.0	0	5	1	Car
Application_1253032337	0	15500.0	0	5	1	Car
Application_1160345889	0	25000.0	803	10	1	Car
Application_393314030	0	12500.0	1025	3	1	Existingloantakeover
Application_2051799809	0	0.0	0	5	1	Unknown
Application_1859765717	0	0.0	881	1002	4	Homeimprovement
Application_1611103224	0	0.0	902	80	1	Homeimprovement
Application_1286083897	0	10000.0	983	150	1	Homeimprovement
Application_384814296	0	20000.0	0	5	1	Homeimprovement
Application_1037771791	0	50000.0	800	3365	3	Existingloantakeover
Application_680044383	0	5000.0	976	3366	2	Existingloantakeover
Application_1485546748	0	24000.0	817	3367	3	Car
Application_963485644	1	30000.0	0	3368	3	Car
Application_44859446	0	0.0	0	134	1	Homeimprovement
Application_389962709	0	32000.0	879	3369	1	Existingloantakeover
Application_35944338	1	5000.0	0	557	2	Existingloantakeover
Application_2093874284	0	30000.0	1043	10	1	Homeimprovement
Application_1870118526	0	25000.0	949	3370	4	Homeimprovement
Application_962920598	2	0.0	0	4	1	Unknown
Application_1822344771	0	35000.0	974	124	2	Car
Application_38081486	0	15000.0	986	6	1	Car
Application_1437774690	0	13000.0	908	36	2	Car
Application_507436089	1	15000.0	0	89	1	Homeimprovement
Application_1657679692	0	15000.0	950	10	1	Car
Application_1008663678	1	5000.0	0	3371	1	Homeimprovement
Application_1153332543	0	0.0	0	5	1	Unknown
Application_1751483231	0	72500.0	963	3372	1	Existingloantakeover
Application_1469836149	1	30000.0	0	100	1	Homeimprovement
Application_1119704576	0	20000.0	1025	327	2	Other,seeexplanation
Application_759807900	0	24000.0	930	10	1	Existingloantakeover
Application_1138682900	0	22000.0	916	29	1	Car
Application_1256882757	2	6500.0	0	16	1	Car
Application_255496047	2	6000.0	0	353	1	Homeimprovement
Application_1621505432	0	15000.0	964	26	1	Existingloantakeover
Application_830672311	0	10000.0	991	3373	2	Car
Application_1120330039	2	5000.0	0	93	2	Existingloantakeover
Application_1335180651	2	20000.0	0	16	1	Homeimprovement
Application_1619897367	0	25000.0	810	26	1	Car
Application_329140480	2	75000.0	0	16	1	Homeimprovement
Application_958218647	1	6000.0	0	9	1	Existingloantakeover
Application_1440477840	2	7000.0	0	16	1	Car
Application_1728176160	0	5000.0	1070	26	1	Existingloantakeover
Application_1519103595	1	15000.0	0	400	1	Car
Application_1012600292	0	19500.0	790	146	2	Existingloantakeover
Application_1491300788	1	16000.0	0	3374	2	Existingloantakeover
Application_1268164546	0	10000.0	645	278	2	Car
Application_825960193	1	22000.0	0	3375	2	Existingloantakeover
Application_1176924018	1	31000.0	0	215	1	Existingloantakeover
Application_1750611156	0	5000.0	864	91	1	Homeimprovement
Application_1483800027	0	0.0	860	10	1	Unknown
Application_681746663	0	30000.0	0	12	1	Unknown
Application_1389412266	0	0.0	979	8	1	Homeimprovement
Application_1208202898	1	19000.0	0	44	1	Homeimprovement
Application_684221857	0	19000.0	853	2	1	Existingloantakeover
Application_26954699	0	35000.0	881	8	1	Existingloantakeover
Application_250158591	1	25000.0	0	38	1	Existingloantakeover
Application_434354946	2	25000.0	0	1	1	Caravan/Camper
Application_332704649	0	30000.0	830	523	2	Existingloantakeover
Application_1269620603	2	0.0	0	4	1	Unknown
Application_173483337	2	10000.0	0	1	1	Car
Application_327149374	1	5500.0	0	9	1	Extraspendinglimit
Application_508938604	2	15000.0	0	4	1	Other,seeexplanation
Application_1018770495	0	20000.0	878	3	1	Car
Application_1401798992	0	10000.0	839	5	1	Homeimprovement
Application_1956665823	0	0.0	0	12	1	Unknown
Application_1408009203	0	0.0	0	3376	1	Unknown
Application_1481928502	0	13000.0	775	77	1	Car
Application_1026777184	2	10000.0	0	1	1	Car
Application_399001926	1	15000.0	0	775	2	Car
Application_613703128	0	0.0	943	22	1	Car
Application_1062509212	0	35000.0	733	26	1	Car
Application_434840997	2	6300.0	0	4	1	Existingloantakeover
Application_1059317915	0	5000.0	1076	26	1	Car
Application_2007562055	2	6500.0	0	1	1	Car
Application_157851890	0	5000.0	750	31	1	Car
Application_427975818	0	0.0	823	990	2	Homeimprovement
Application_1114627184	0	0.0	1024	992	3	Unknown
Application_518752038	0	65000.0	989	3377	3	Other,seeexplanation
Application_1839163450	1	15000.0	0	20	1	Unknown
Application_1411769393	0	10000.0	1083	26	1	Car
Application_1984475855	0	15000.0	866	26	1	Homeimprovement
Application_1498483020	0	0.0	934	10	1	Existingloantakeover
Application_1046222107	0	10000.0	904	3378	2	Other,seeexplanation
Application_1235896381	2	15000.0	0	16	1	Car
Application_1985757094	2	0.0	0	121	1	Unknown
Application_396092392	1	9500.0	0	46	1	Car
Application_585529210	0	5000.0	908	23	1	Car
Application_1751900898	0	25000.0	950	3379	4	Car
Application_867435788	0	15000.0	0	5	1	Car
Application_543098684	0	30000.0	804	3380	2	Car
Application_1090974006	0	5000.0	898	23	1	Homeimprovement
Application_2087713022	1	5000.0	0	89	1	Car
Application_564404935	0	0.0	1071	51	2	Car
Application_455173433	2	38250.0	0	16	1	Car
Application_644684670	0	0.0	730	368	1	Unknown
Application_1693078902	2	19000.0	0	93	2	Existingloantakeover
Application_1010578897	0	5000.0	823	17	1	Existingloantakeover
Application_1357377502	1	10000.0	0	98	2	Existingloantakeover
Application_624172486	0	5000.0	904	3	1	Homeimprovement
Application_1505059688	0	7000.0	969	6	1	Car
Application_978274104	0	16000.0	0	5	1	Car
Application_1842370876	2	27000.0	0	1	1	Existingloantakeover
Application_2081673241	1	10000.0	0	9	1	Car
Application_631740354	0	5000.0	837	32	1	Homeimprovement
Application_1714501335	1	20500.0	0	215	1	Existingloantakeover
Application_117660615	2	10000.0	0	97	2	Homeimprovement
Application_307362226	0	30000.0	962	8	1	Unknown
Application_2010104450	2	20000.0	0	1	1	Homeimprovement
Application_1334997155	0	5000.0	904	578	3	Car
Application_885372391	2	15000.0	0	7	1	Car
Application_160157720	0	5000.0	1049	3	1	Car
Application_1012862839	1	5000.0	0	18	1	Other,seeexplanation
Application_269862060	0	5000.0	601	234	2	Car
Application_46540488	0	15000.0	1037	885	2	Homeimprovement
Application_1858211642	0	23500.0	893	11	1	Homeimprovement
Application_453987424	0	25000.0	798	373	2	Existingloantakeover
Application_1711867932	2	15000.0	0	4	1	Notspeficied
Application_979102055	0	15000.0	831	36	2	Car
Application_1382204301	2	15000.0	0	1	1	Car
Application_1731267696	2	21000.0	0	13	1	Car
Application_192716320	2	5000.0	0	1	1	Existingloantakeover
Application_324026343	2	5000.0	0	1	1	Homeimprovement
Application_308032472	0	15000.0	931	3	1	Car
Application_1838195672	2	37500.0	0	254	2	Homeimprovement
Application_597372127	2	25000.0	0	3381	5	Homeimprovement
Application_1386933499	0	6500.0	913	233	2	Caravan/Camper
Application_2023800195	0	15000.0	972	10	1	Car
Application_164778672	0	10000.0	846	11	1	Homeimprovement
Application_1007340039	0	38000.0	814	480	2	Existingloantakeover
Application_1188845730	0	25000.0	825	10	1	Car
Application_890075702	1	5000.0	0	24	1	Caravan/Camper
Application_814961445	0	19250.0	843	2	1	Existingloantakeover
Application_1987831323	2	5000.0	0	1	1	Car
Application_1385143613	0	25000.0	952	25	1	Remainingdebthome
Application_1875782782	2	20000.0	0	13	1	Other,seeexplanation
Application_2061162957	0	20000.0	847	2	1	Existingloantakeover
Application_269524897	0	25000.0	972	3	1	Homeimprovement
Application_463412629	0	15000.0	844	10	1	Car
Application_129573767	1	20000.0	0	249	2	Homeimprovement
Application_485368165	2	15000.0	0	27	2	Existingloantakeover
Application_102597720	0	12000.0	726	11	1	Car
Application_617431825	0	12000.0	800	6	1	Homeimprovement
Application_259502445	0	6000.0	1044	73	1	Car
Application_2014297760	0	5000.0	952	2	1	Homeimprovement
Application_805397283	0	8000.0	989	36	2	Homeimprovement
Application_598655970	2	6500.0	0	16	1	Car
Application_1362664914	0	10000.0	885	17	1	Extraspendinglimit
Application_777232558	0	25000.0	1012	36	2	Homeimprovement
Application_461107030	0	24000.0	921	2	1	Car
Application_296888635	0	7600.0	1013	209	3	Other,seeexplanation
Application_1975160417	0	20000.0	1018	3382	3	Remainingdebthome
Application_1599405351	0	20000.0	933	90	1	Homeimprovement
Application_765925420	0	20000.0	990	6	1	Car
Application_458227713	2	5000.0	0	1	1	Homeimprovement
Application_982338727	0	16000.0	1124	236	1	Car
Application_257082685	2	8000.0	0	1	1	Car
Application_42337394	0	20000.0	937	337	2	Homeimprovement
Application_465715339	2	17000.0	0	1	1	Car
Application_1654318352	2	40000.0	0	16	1	Notspeficied
Application_808224273	2	25000.0	0	1	1	Existingloantakeover
Application_1109722425	2	10000.0	0	1	1	Caravan/Camper
Application_424064154	2	17250.0	0	7	1	Existingloantakeover
Application_608775916	1	10000.0	0	3383	2	Other,seeexplanation
Application_617376389	0	5000.0	1085	534	1	Homeimprovement
Application_780791841	0	5000.0	993	378	2	Homeimprovement
Application_2144842406	0	25000.0	768	298	2	Homeimprovement
Application_1791993593	0	0.0	925	10	1	Unknown
Application_92624898	0	26000.0	0	61	2	Existingloantakeover
Application_1896366046	0	13750.0	962	26	1	Car
Application_1947622904	0	15000.0	0	5	1	Homeimprovement
Application_1315782276	0	16000.0	991	1003	3	Existingloantakeover
Application_1264408299	1	0.0	0	3384	3	Unknown
Application_1580298940	2	7000.0	0	1	1	Car
Application_1608263264	0	30000.0	0	5	1	Extraspendinglimit
Application_1966250349	0	16000.0	787	3385	1	Existingloantakeover
Application_270506031	2	12000.0	0	1	1	Homeimprovement
Application_130658775	0	28000.0	936	3386	4	Homeimprovement
Application_1835001438	1	5000.0	0	119	1	Homeimprovement
Application_1339399261	1	25000.0	0	326	1	Homeimprovement
Application_398311287	1	6500.0	0	79	1	Homeimprovement
Application_579349612	0	50000.0	954	3387	2	Homeimprovement
Application_1299856399	0	20000.0	991	36	2	Homeimprovement
Application_1118691851	0	15000.0	951	22	1	Motorcycle
Application_1118317851	0	6850.0	669	58	2	Existingloantakeover
Application_760288041	0	12500.0	802	35	1	Existingloantakeover
Application_132830260	0	45000.0	923	493	1	Existingloantakeover
